Days of the week,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American psychedelic rock music groups,Garage rock groups from Tennessee,Musical groups disestablished in 1967,Musical groups established in 1965,"Musical groups from Memphis, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009 ATP Challenger Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divisions of New Zealand in World War I,Infantry divisions of New Zealand,Military units and formations disestablished in 1919,Military units and formations established in 1916,New Zealand in World War I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870s births,1922 deaths,American outlaws,American robbers,Deaths by firearm in Missouri,People from Missouri,People shot dead by law enforcement officers in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philosophy of technology,Science and technology studies,Subfields of sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulfs of Turkey,Sea of Marmara,Turkey stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003 singles,Nina Girado songs,Pop ballads,Songs written by Shelly Peiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteroideae stubs,Flora of Central America,Flora of North America,Flora of northern South America,Flora of the Caribbean,Natural history of the Central Valley (California),Natural history of the Mojave Desert,Plants described in 1826,Pluchea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara Province geography stubs,Geography articles needing translation from Turkish Wikipedia,Kızılcahamam,Populated places in Ankara Province,Villages in Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 comics debuts,2002 comics endings,British comics characters,Child characters in comics,Comic strip stubs,Comics characters introduced in 1956,DC Thomson Comics strips,Fictional British people,Gag-a-day comics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buildings and structures in Snohomish County, Washington",Clubhouses on the National Register of Historic Places in Washington (state),Collapsed buildings in the United States,Cultural infrastructure completed in 1903,Improved Order of Red Men,"National Register of Historic Places in Snohomish County, Washington",Western false front architecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amsin,Cities and towns in Faizabad district,Faizabad district,Villages in Faizabad district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Series of children's books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Greek epic poetry,Characters in Greek mythology,Greek Muses,Offspring of Zeus,Thraco-Macedonian mythology,Women of Apollo,Women of Ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970s British crime television series,1970s British drama television series,1972 British television series debuts,1990s British crime television series,1990s British drama television series,1992 British television series endings,British crime television series,Detective television series,English-language television programs,Fictional police detectives,ITV television dramas,Television programmes based on British novels,Television programmes produced by Thames Television,Television series by Euston Films,Television series by Fremantle (company),Television shows set in the Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,
1260 births,1333 deaths,Japanese Buddhist monks,Kamakura period Buddhist monks,Nichiren Buddhism,Nichiren Buddhist monks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Given names,Masculine given names,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beetles described in 1954,Sophronica,Sophronica stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harju County geography stubs,Kuusalu Parish,Villages in Harju County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564 works,16th-century sculptures,Marble sculptures in Italy,Sculpture stubs,Sculptures by Michelangelo,Sculptures of the Pietà,Sforza Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic journals published by learned and professional societies,Biochemistry journals,Delayed open access journals,English-language journals,Publications established in 1905,Weekly journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Companies established in 1997,Technology companies of Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beetles described in 1866,Dyschirius,Scaritinae stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climate and weather statistics,Climatology,Natural environment,Physical geography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly constituencies of Delhi,Delhi Legislative Assembly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 ATP World Tour,2018 French Open,French Open by year – Men's Doubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwest Iowa geography stubs,"Townships in Guthrie County, Iowa",Townships in Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989 software,Aldus software,Classic Mac OS software,MacOS programming tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010s British documentary television series,2010s British travel television series,2012 British television series debuts,2012 British television series endings,BBC television documentaries,English-language television programs,Television shows set in Brazil,Works by Michael Palin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996 film awards,1996 in British cinema,April 1997 events,British Academy Film Awards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884 establishments in England,Art museums and galleries in the West Midlands (county),Art museums established in 1884,Decorative arts museums in England,Grade II* listed buildings in the West Midlands,Museums in Wolverhampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon geography stubs,Communes of Cameroon,East Region (Cameroon),Populated places in Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late Old Japanese texts,Monogatari,Works of unknown authorship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anglican liturgy,Book of Common Prayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings and structures completed in 1882,Kamnik–Savinja Alps,Mountain huts in Slovenia,Slovenia geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Face,Otorhinolaryngology,Peripheral nervous system disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data modeling languages,Declarative programming languages,Logic programming languages,Query languages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian-language surnames,Surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948 establishments in England,Cornish rugby union teams,English rugby union teams,"Launceston, Cornwall",Rugby clubs established in 1948,Sports clubs in Cornwall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe stubs,Euroregions,Pomerania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acapulco,Buildings and structures in Guerrero,Mexican building and structure stubs,North American church stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British coats of arms,British monarchy,Church architecture,Coats of arms with chains,Coats of arms with crowns,Coats of arms with fleurs de lis,Coats of arms with harps,Coats of arms with lions,Coats of arms with roses,Coats of arms with shamrocks,Coats of arms with thistles,Coats of arms with unicorns,National coats of arms,National symbols of the United Kingdom,Personal coats of arms,Royal arms of European monarchs,,,,,,,,,,,,,,,,,,,,,,,,,,
Civil awards and decorations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Norfolk,Parliamentary constituencies in Norfolk,United Kingdom Parliamentary constituencies established in 1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 births,1980s deaths,20th-century singers,Afghan people stubs,Afghan singers,Asian musician stubs,Assassinated Afghan people,Pashto-language singers,Pashtun people,People from Kandahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 ships,Cold War minesweepers of the United Kingdom,Ham-class minesweepers,Ham-class minesweepers of the Libyan Navy,Maritime incidents in 2008,Royal Navy ship names,Ships built in Scotland,Ships of Malta,Shipwrecks of Malta,Sliema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airports in North Korea,Asian airport stubs,North Korea transport stubs,North Korean building and structure stubs,South Pyongan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C standard library headers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings and structures in Chicago,Chicago building and structure stubs,Commercial buildings completed in 1889,Landmarks in Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphatics of the lower limb,Wikipedia articles incorporating text from the 20th edition of Gray's Anatomy (1918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17th century in Norway,Geographic history of Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000s album stubs,2004 live albums,Jesús Adrián Romero albums,Live gospel albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional roads in the Republic of Ireland,Roads in County Waterford,Transport in Waterford (city),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conifer stubs,Flora of China,Flora of the Indian subcontinent,IUCN Red List least concern species,Juniperus,Least concern plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911 establishments in France,Association football clubs established in 1911,Football clubs in France,French football club stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bytów County,Kashubia,Land counties of Pomeranian Voivodeship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960 births,Australian female swimmers,Australian swimming biography stubs,Commonwealth Games gold medallists for Australia,Commonwealth Games medallists in swimming,Commonwealth Games silver medallists for Australia,Female freestyle swimmers,Living people,Olympic swimmers of Australia,Sport Australia Hall of Fame inductees,Swimmers at the 1974 British Commonwealth Games,Swimmers at the 1976 Summer Olympics,World Aquatics Championships medalists in swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 compilation albums,EMI Records compilation albums,Now That's What I Call Music! albums (British series),Sony Music compilation albums,Universal Music Group compilation albums,Warner Music Group compilation albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutch awards,Social sciences awards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003 songs,2004 singles,LeAnn Rimes songs,Polydor Records singles,Ronan Keating songs,Song recordings produced by Steve Robson,Songs written by Ronan Keating,Songs written by Steve Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimpanzees,IUCN Red List endangered species,Mammals of Cameroon,Mammals of West Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953 births,Albanian painters,Albanian people stubs,European painter stubs,Living people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998 births,Australian female field hockey players,Australian field hockey biography stubs,Female field hockey forwards,Living people,"People from Lithgow, New South Wales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State highways in Washington (state),"Transportation in Cowlitz County, Washington","Transportation in Lewis County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978 births,American Ballet Theatre,American Jews,American art directors,American business executives,American theatre managers and producers,American women business executives,Duke University alumni,Harvard Business School alumni,Jewish women in business,Living people,"People from Durham, North Carolina","People from Greensboro, North Carolina",Tony Award winners,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anomalepididae,Reptiles described in 1899,Reptiles of Colombia,Scolecophidia stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian football stubs,Canadian football teams in Manitoba,Canadian sports team stubs,Defunct Canadian football teams,Manitoba school stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvernia University alumni,American businesspeople,Living people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 albums,Ledisi albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908 college football season,1908 in sports in Tennessee,Chattanooga Mocs football seasons,College football 1900s season stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 births,Living people,Members of the Tennessee House of Representatives,"People from Rogersville, Tennessee",State cabinet secretaries of Tennessee,Tennessee Commissioners of Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communes of Vosges (department),Vosges (department) geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 births,Baseball people from Ontario,Canadian baseball pitcher stubs,Canadian expatriate baseball players in the United States,Cleveland Indians players,Living people,Major League Baseball pitchers,Major League Baseball players from Canada,"Sportspeople from Hamilton, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humour,Mental and behavioural disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992 in Germany,1992 in art,Art exhibitions in Germany,Contemporary art exhibitions,Kassel,Tourist attractions in Hesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959 births,American chief executives,Edmund A. Walsh School of Foreign Service alumni,Living people,Media people from California,Southern Methodist University alumni,Writers from California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvarezsaurids,Fossil taxa described in 2011,Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016 deaths,African business biography stubs,Kenyan businesspeople,Kenyan people stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian comics artists,Canadian comics creator stubs,Canadian comics writers,Canadian graphic novelists,Living people,Quebec comics,Underground cartoonists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endemic flora of New Caledonia,Grevillea,Proteaceae stubs,Taxa named by William Jackson Hooker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings and structures in Aosta Valley,Castles in Aosta Valley,Tourist attractions in Aosta Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834 births,918 deaths,Later Liang (Five Dynasties) jiedushi of Baisheng Circuit,Later Liang (Five Dynasties) people born during Tang,Politicians from Ganzhou,Tang dynasty generals from Jiangxi,Yang Wu jiedushi of Baisheng Circuit,Yang Wu people born during Tang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972 in Norwegian music,1972 in Norwegian television,Countries in the Eurovision Song Contest 1972,Norway in the Eurovision Song Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaelic Athletic Association clubs in County Londonderry,Gaelic football clubs in County Londonderry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drinking establishments in Nebraska,"History of Midtown Omaha, Nebraska","Restaurants in Omaha, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivers of Texas,Texas river stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 births,2006 deaths,European photographer stubs,German artist stubs,German photographers,People from Leipzig (district),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970s comedy albums,1975 albums,Columbia Records albums,Comedy albums by American artists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000s heavy metal album stubs,2001 greatest hits albums,Albums produced by Jack Endino,Albums produced by Roy Z,Bruce Dickinson albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980s album stubs,1987 albums,EMI Latin albums,Flamenco albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevan family,Buildings and structures in Brighton and Hove,Grade I listed buildings in Brighton and Hove,Historic house museums in Brighton and Hove,Houses completed in 1820,Hove,Regency architecture in the United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 in Thai women's sport,2014 in women's volleyball,Volleyball competitions in Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953 establishments in Australia,Constituencies established in 1953,Electoral districts of New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 animal births,2011 animal deaths,Opossums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC News and Current Affairs,Australian non-fiction television series,Australian television programme stubs,Australia–Canada relations,CBC News,CBC News Network shows,Canadian television program stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010 American television series debuts,2010s American documentary television series,American genealogy,American television series based on British television series,American television series revived after cancellation,English-language television programs,NBC network shows,TLC (TV network) programs,Television series about family history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926 births,1997 deaths,20th-century Canadian singers,20th-century Estonian musicians,20th-century Estonian singers,20th-century composers,20th-century conductors (music),20th-century male singers,Estonian-language singers,Estonian World War II refugees,Estonian choral conductors,Estonian composers,Estonian emigrants to Canada,Estonian humorists,Estonian male singers,Estonian musician stubs,European composer stubs,People from Kiviõli,Recipients of Meie Mats,Singers from Montreal,,,,,,,,,,,,,,,,,,,,,,
"Geography of Clermont County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
